"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Early-demographic dividend","EAR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6087752308066","30.043043068971","28.2799098486947","30.3851218108894","33.5867882593703","39.5130497391881","42.8108433583035","49.1641523150744","52.9031641959063","51.6918066769101","59.2832805470571","62.7698622387823","64.0901887594714","66.8027318888733","64.2862795586705","63.387990387292","62.2616909006787","60.5628761647312","60.2834217064571","61.5388745581757","","",
"East Asia & Pacific","EAS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0397543098867","54.2413613659016","56.3808211385639","64.2801281577308","70.0586651762383","74.5343561301375","79.1751141937673","83.7723475905447","96.9200116318138","104.845406223114","117.599130915903","138.596768284258","150.568963656428","152.01303389106","154.763650178866","153.142278059618","160.12751598268","171.204167542049","188.488053018262","193.52668727657","","",
"Europe & Central Asia (excluding high income)","ECA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4249495938314","30.3797177056741","34.9655538521163","43.1399093940226","57.3232049179933","71.3368335571598","86.0821615500001","109.021602412867","131.924712787407","115.468629359603","131.026416301899","149.476491907065","159.252755552517","175.825215536722","166.166861448043","131.090722643618","128.360197637719","147.422589193684","149.12627242429","154.365071917495","","",
"Europe & Central Asia","ECS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.130570422897","166.123344142741","185.363905714801","228.049745899418","267.563765068804","279.736789624876","303.846038313679","356.29346180854","397.39124359442","368.567891136759","375.010797824332","412.830005744906","403.332402126027","427.314426100209","432.775334431205","374.143887002436","371.699193168509","394.002372779618","417.630311495352","411.087027250798","","",
"Ecuador","ECU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5966593","43.36155164","60.86675013","81.90174812","91.20069242","105.52698869","115.72342003","105.52163014","125.19900089","125.44644718","134.19707541","156.46885006","165.89797365","156.6516042","142.20121315","166.39030793","146.23388739","149.68674192","150.85313712","150.22106451","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.02768178","46.64237246","43.52437145","35.20330282","34.8137819","41.24295996","43.11034084","47.63288166","60.09851667","64.46504312","70.92519509","75.77306448","91.76347897","87.26166447","92.18889406","109.05858294","90.55262181","64.28012252","78.16602174","94.02196506","","",
"Euro area","EMU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.728340864907","272.418563082482","303.331692052798","382.580628047416","446.194367046974","460.853767546269","498.932793010726","563.979991182085","640.191524742142","610.532231491302","596.922183514365","648.526753727779","609.362153217231","634.167226681426","644.952145132434","554.175009229626","559.072175631212","589.503753064248","630.484615839596","611.60604254071","","",
"Eritrea","ERI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.76974166","8.1171235","7.00237883","7.39693765","7.77348157","7.27442474","7.58902869","7.9224269","6.45939971","10.32824042","12.21090234","12.43014338","13.89304797","14.67527572","16.79759817","11.30237532","12.78973711","8.51365062","11.72506149","10.91464285","","",
"Spain","ESP","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.52847908","259.71897081","288.94126891","368.50377196","426.3917994","448.41677219","471.40770733","540.36168343","618.22778881","558.6579808","566.02554696","593.18636906","565.01585129","598.8542287","619.94911867","523.78265899","521.89636905","561.63216595","609.80488005","591.35060832","","",
"Estonia","EST","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.70728051","41.32051157","51.49590774","71.6016511","101.92434725","118.77131481","139.11486368","188.6183264","215.23303284","195.82960953","203.06254345","219.00109639","218.03902079","258.74772216","280.27556542","253.56786621","269.58793002","335.9333101","382.57620863","384.44186346","","",
"Ethiopia","ETH","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93611907","1.94087127","1.9702664","2.01286322","2.05036624","2.08525903","3.35863905","4.43300548","5.17589472","6.49592499","7.06493892","7.03241875","8.71381735","8.43147671","8.56892023","8.78765915","8.88468168","8.57453864","8.61071131","10.12869588","","",
"European Union","EUU","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.36424847438","229.920490504502","256.292140861755","322.576057466199","378.415219095475","392.965048631883","425.700207098691","484.964743893381","553.973501939579","525.584109686653","517.687113989851","565.239480507196","532.940797798171","554.367165690363","563.750531175629","485.594073740455","490.86024735454","518.811388361029","553.278376856401","538.999933486166","","",
"Fragile and conflict affected situations","FCS","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0404088966212","19.0632059876577","16.6164084906616","19.4329750476916","20.559061703805","24.1129460775493","29.7316184718691","35.5539354179281","43.1898766620142","44.6721394049634","48.0081246684877","47.3592759848309","49.2408418239814","52.0684825833397","53.2168005813993","50.6169196503191","47.2457203566407","47.5781654659687","39.7267612682633","38.5603579762243","","",
"Finland","FIN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372.59812123","383.22785833","426.14800617","530.1458964","602.93271334","632.10314821","641.20638677","743.20612531","832.29592852","796.27838524","799.09331969","856.03871931","798.4521036","870.52296857","868.23433523","768.84246157","791.55060521","806.30513028","832.27015378","776.5318096","","",
"Fiji","FJI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34737517","8.45959346","8.99875666","11.74846593","15.24494484","15.60563022","19.50059506","23.48115284","23.72480931","31.63620941","30.23821499","37.72787381","40.26141462","37.83570858","37.57117964","37.68308409","38.25239071","30.32093772","31.2011134","31.09638015","","",
"France","FRA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.24230246","160.85191807","174.86299372","221.76373064","250.62015643","263.44170322","356.71571767","410.89450935","482.1667737","481.65993673","470.03186625","505.02143138","470.03126493","486.80416751","491.81421518","408.25936012","407.68524726","421.98478381","433.94339628","415.98319046","","",
"Faroe Islands","FRO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11875012","9.14474728","9.66271139","10.73769188","11.78053927","13.37871835","12.97472739","12.15346262","12.48563399","12.79854334","12.23066533","11.90971484","11.08271295","10.96437135","9.41375202","9.31704853","9.67954997","10.65031599","11.68543493","11.88124685","","",
"Gabon","GAB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.98597668","63.94656156","74.57539229","87.40547539","95.50081913","104.0964197","114.31815356","135.18436435","148.90079768","151.19226231","55.87571521","76.67213386","66.53424026","78.6586901","68.84968555","50.83633172","48.9478857","50.57907088","50.49871332","49.64366533","","",
"United Kingdom","GBR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359.48814977","376.09956646","412.0075434","461.65076204","514.89742303","495.35850348","510.71956769","667.45668393","593.06988525","497.06576301","530.79984612","575.31132537","614.64559085","693.90992782","755.0235697","720.05314161","662.46598332","663.75291098","725.92884648","736.36581627","","",
"Georgia","GEO","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.99266104","42.21096799","49.40888819","61.57198063","80.13138143","100.63194327","112.07369534","141.22038762","178.4363963","177.13865835","197.10301958","224.33268098","239.75354452","231.19381448","227.78472193","158.12391482","167.4143752","156.61231817","149.08111383","136.15123932","","",
"Ghana","GHA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.73386723","9.19249891","10.97568697","12.19870501","12.6618614","15.22090453","18.41062893","21.74537604","23.66274967","19.80695098","20.39353973","35.67744358","33.04507052","42.15306883","36.41088967","28.8554408","25.2875238","28.17437265","28.74652994","27.26516524","","",
"Gibraltar","GIB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.19006968","14.00585779","14.90680827","16.22697146","18.6414676","14.00065456","11.6071215","16.20991239","16.56775722","17.50200075","15.9715466","14.80163329","15.16294014","16.47554827","21.99728108","22.05438663","19.66651598","21.6381599","23.96448883","25.48503214","","",
"Gambia, The","GMB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63150327","5.28621719","5.1754665","3.61106073","3.43083238","4.12597339","4.69795069","5.82659953","7.08161275","6.32559058","6.39314989","6.40888377","6.16592882","5.73015875","4.97388523","4.9138567","6.73183229","6.08116992","6.63710053","6.8944899","","",
"Guinea-Bissau","GNB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.28521933","8.8100519","8.26977194","8.69281426","10.20128535","11.43418981","12.02184755","12.63603125","16.79243584","14.66263865","14.45218157","16.48609082","22.81587196","30.49303399","37.03812053","36.1018023","37.57376934","38.50987462","39.13470659","40.77150134","","",
"Equatorial Guinea","GNQ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.05586448","45.59757755","62.15747304","89.61317528","113.67552448","127.2072754","140.46054424","177.15979183","323.26136075","178.24499879","208.12300814","216.3288159","133.48177409","274.09330468","316.76563209","253.77529412","216.30022281","215.84169511","233.28054592","192.35409898","","",
"Greece","GRC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321.15709314","349.45789747","436.90867772","593.66242889","694.55821012","713.63467259","739.96120537","830.51902681","914.87767951","828.75658275","724.66135663","728.77034816","593.22136516","618.11680682","632.57564347","533.82037171","519.17088177","528.35223624","578.39142301","527.86386246","","",
"Grenada","GRD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.70032282","159.07606315","164.18499863","161.3170307","145.52584344","166.10064168","179.78043132","209.1631369","232.86217784","216.20891961","222.51384504","229.66301047","237.40866499","241.60090862","207.32321768","228.17894135","238.22087508","260.54040319","263.46727389","290.75725167","","",
"Greenland","GRL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.52537043","62.56051689","67.05502112","70.01201108","73.40081968","82.67824159","91.48206672","97.57123342","103.20401588","95.73616008","102.42518369","111.42471284","115.74553603","107.1282408","118.85692304","128.05442551","135.54471611","140.70130846","149.28251979","151.74257192","","",
"Guam","GUM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.71548323","26.05391376","26.87870326","26.86211381","28.36526635","30.5674959","35.29377674","42.07592655","49.50872139","49.63413106","56.52098457","64.28725253","77.5799673","79.22175077","76.74227332","75.63438295","69.906779","76.29543661","101.6796993","113.50806054","","",
"High income","HIC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398.237393216676","399.718614520006","429.80358840285","487.391975857231","534.762726108843","555.811133478521","585.40443604964","635.375255232812","673.374590162076","653.683265818715","672.229501039088","718.037912501517","720.675133908391","725.055541856849","738.02786364609","703.028752109766","721.519996378325","740.853287682115","778.121717391385","781.213145493751","","",
"Hong Kong SAR, China","HKG","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.48309505","35.2924873","36.72010505","38.56142825","41.78763479","48.14118733","56.06937553","63.73746845","76.94237802","72.30388327","76.87034879","84.08150218","92.55314522","87.79887832","85.00877369","87.28924904","89.87581559","85.45289582","94.6162043","98.67064135","","",
"Heavily indebted poor countries (HIPC)","HPC","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.18077849915743","8.69000248824084","9.43248222780044","10.550035927859","11.8373798231348","12.7321672037736","14.568160196532","17.157473779354","19.1696418257755","18.2475818391879","18.938456935481","21.7973800680535","20.8415511150939","23.4100793545262","22.5554921226408","22.1630309814898","22.8720673897037","24.3561634216547","19.4657761750564","19.1271319244563","","",
"Croatia","HRV","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.43385716","55.87953873","72.00366667","85.23626577","115.00333249","97.36717449","108.64987799","129.02825773","182.71159676","163.24743453","157.20545722","136.49068144","118.16293923","78.59346643","102.53422389","87.06454869","92.28076897","98.98725935","106.27475487","119.24338834","","",
"Haiti","HTI","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.21543502","12.16325446","10.59504397","8.80211291","11.00659478","11.45358137","12.36729323","14.88974636","15.41655241","16.07913347","18.29272243","19.74895541","20.97678813","21.15232746","19.85715547","22.89296929","20.86864548","25.08082027","27.99964365","24.67589564","","",
"Hungary","HUN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.67798155","103.82942417","130.41095896","180.23652981","206.57567343","230.975224","223.71525614","271.02369524","301.10111257","247.89619943","269.8201752","300.35125081","282.54506323","281.18941711","285.35512822","239.29142318","253.13489079","269.81802638","283.849067","299.16555304","","",
"IBRD only","IBD","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6720428770713","35.3369739357593","35.1106449088032","37.9359777862682","43.1868805343355","50.7892087261144","56.6736783912405","65.7543595495597","75.8108540588344","76.295380862214","86.0904175212854","97.7174762283681","103.739404967708","110.451882952996","110.163701948284","103.334010414583","103.619577183682","110.894055250857","116.628316297495","120.058727258138","","",
"IDA & IBRD total","IBT","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.658147124203","29.8549514888193","29.6361814903169","32.4373438463083","36.7007836696783","43.0297517627166","48.2270665614449","55.7392557702705","64.0347834162557","64.0430840834763","71.7939995560277","81.1140229980759","85.6729125563775","91.4397686115547","91.2731951419812","85.8268556179591","85.8361453875655","91.092755628378","94.4883263916657","96.8163014969144","","",
"IDA total","IDA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3260835690235","8.98517634666718","9.48201225286794","12.3521048357531","13.3186180188858","15.4226402484647","18.570251024265","21.0423549205149","23.7751736077983","22.700784384477","24.6396998428673","27.0308259258248","27.5973990307152","30.2089494179062","31.2245541369165","30.9166320894455","29.8104843300605","29.9929591999236","27.1281558469823","27.1621741458029","","",
"IDA blend","IDB","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3846139745847","10.7172580133354","10.8210356321045","17.6439253393737","18.3872591487724","22.8494940132018","29.365909440554","31.6551608761736","35.0455423715337","31.9714245831271","35.246694372561","37.5036390185506","39.2834408054698","42.5982372979869","44.6987268305554","42.6343808721757","39.5994775974951","37.7906948576867","35.1268469671438","34.5873704981102","","",
"Indonesia","IDN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10628381","6.98123041","8.99340363","11.99169386","12.17676339","19.24759101","24.17548124","28.30367672","29.82899099","31.30724023","52.79359435","61.23076223","57.72700606","52.92726885","46.83269275","41.93828837","41.46404642","40.78612504","39.79654777","41.75730646","","",
"IDA only","IDX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27508011323888","8.10027505211755","8.81865139506003","9.72495672334275","10.8028054944385","11.7354607913866","13.2067084354837","15.7633698732957","18.1602436694798","18.073809740052","19.1797855438378","21.6271563471767","21.5575251484348","23.6592976096693","24.1004554161908","24.7212720174582","24.4902831826658","25.8027654541095","22.8311791770927","23.1744586288719","","",
"Isle of Man","IMN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.26659182","14.6713093","14.84757383","16.15182978","18.16747972","20.23825163","21.36088223","25.39221319","26.19470919","25.57048309","29.41773637","30.2437291","30.8361827","38.76267656","38.24778283","38.09826499","38.30457271","31.72086429","33.33934513","34.92237221","","",
"Not classified","INX","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.61275746","194.17428306","230.31304812","382.73749644","425.59593704","533.74320938","577.67737874","562.20532287","668.93341302","698.89573446","708.19275268","772.19735004","725.63215354","761.46024027","762.709448","602.70974772","602.53040412","631.71807755","659.34672711","635.98991741","","",
"Iran, Islamic Rep.","IRN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.19212139","56.06006803","57.90545589","63.0525029","80.54350347","98.07856747","103.2736436","132.17770211","167.79465994","208.09778906","264.71182586","305.274714","288.8691849","213.91195424","163.45129321","155.24426007","193.81456404","199.74731283","173.51192537","185.79225908","","",
"Iraq","IRQ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38325031","15.53987375","16.25936085","19.28547125","30.2353991","30.30224951","32.51727254","39.27557918","42.415225","113.54624878","116.41726792","117.91931295","119.9334012","126.40543453","124.41947501","122.94383949","126.90293596","","",
"Iceland","ISL","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558.3044448","497.99467108","573.94600986","671.46508789","784.37337386","899.06706944","845.01115261","976.16660435","789.39578297","616.30261258","669.8539707","714.22673401","688.11022119","735.58276446","804.53617484","755.11595109","854.8780457","1004.93542522","1041.40047288","970.25182464","","",
"Israel","ISR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","446.45976242","472.87305172","390.72328911","410.43907975","427.48164762","470.29345207","409.94186056","479.86706425","543.64854735","518.29227323","532.17945638","579.02613758","562.48308117","606.76067989","648.78440885","600.88242931","643.25644765","699.49670839","714.05502704","725.14906467","","",
"Italy","ITA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403.38214665","388.35826289","425.21982541","513.04684169","585.80052262","578.50727094","603.85877784","665.39975388","747.75375358","689.70095052","661.19930143","747.15538609","681.58856848","699.96027408","710.97262988","627.88756749","629.66946217","668.88365941","707.17865335","677.41164772","","",
"Jamaica","JAM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.73265107","68.09928118","46.14324027","50.77814446","49.43534096","54.36293915","52.7375652","76.645243","83.44968145","51.23761273","58.49824807","59.00499597","55.35802363","48.15186161","53.46882911","52.37429331","49.5120896","52.22204246","53.66121167","53.8173033","","",
"Jordan","JOR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.22728264","65.42302598","68.69824724","71.89712235","75.06837781","77.54715829","79.33141648","81.84907742","93.70473691","74.57785163","66.72236504","65.61751542","65.98335467","64.14837178","62.22001289","91.24678309","91.50623537","102.77027212","104.62775079","101.18141668","","",
"Japan","JPN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436.2157654","391.45563752","384.22655367","446.18691053","477.08711366","451.91215573","452.32574213","430.1855496","489.71142183","558.78901489","591.62809349","667.55193922","676.14237577","550.7411112","527.564308","483.38529874","536.5968418","521.51417813","553.06123134","562.82188746","","",
"Kazakhstan","KAZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.73862404","22.02699491","27.29164006","33.86964308","46.2542032","49.7951607","55.01644551","59.15788696","62.78322796","57.6264811","68.04003963","74.77336061","104.91810451","96.05894212","90.60438017","102.39919258","93.99219605","93.33918084","92.32923702","92.43647708","","",
"Kenya","KEN","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66694282","9.87675631","9.61532911","11.26895624","11.97763775","13.70063124","15.48344071","17.71161491","18.26133067","17.18993172","17.56744849","17.4859196","20.16994255","21.46610638","20.99115022","18.76854174","18.12837472","15.15819514","17.18276268","20.26882937","","",
"Kyrgyz Republic","KGZ","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34753853","6.99731536","7.63170659","11.40141105","12.68885199","15.37359399","18.01138049","21.81820131","31.06679854","23.40518264","26.48136111","34.75789093","43.23731183","48.63597595","52.95361825","43.69711892","41.14977368","43.39942413","30.64649551","28.69934375","","",
"Cambodia","KHM","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.55275099","14.04714128","14.88926389","15.54374151","16.31979085","19.80403177","17.2882681","15.07323831","25.13885078","28.26624853","28.18245902","39.55021073","41.75207009","44.07508151","42.95891584","41.29786101","45.47470502","46.16628884","56.64220194","72.96201047","","",
"Kiribati","KIR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10373125","0.0903701","0.10766051","0.12483943","0.1357103","0.16542991","0.13888334","0.15863829","0.16137152","0.15218917","0.17111255","0.19994101","0.22193613","0.19685547","0.19199969","0.18093384","0.18248357","0.19613857","0.19050669","0.18081748","","",
"St. Kitts and Nevis","KNA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241.3801282","230.67086307","243.31862545","246.85292582","226.73030594","264.85613502","339.44413384","353.58478984","486.96920157","460.68078058","457.44577606","484.72638493","459.77991438","495.6371377","479.30767548","546.96584561","581.60265913","572.3827694","496.14800753","504.39118552","","",
"Korea, Rep.","KOR","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.94938316","199.30411354","210.19599335","249.47938063","272.75214835","334.46730304","380.50616542","437.47545186","426.74730334","379.1926024","464.66357874","516.44564067","540.90272758","581.988892","643.08454308","644.77878319","671.8017511","736.51802115","826.70725678","793.79217075","","",
